1,2,3,4,5,6,7,8,9,10
1,2,4,6,5,7,3,8,9,10
1,2,5,6,10,3,7,4,9,8
1,2,5,6,10,3,7,4,9,8
1,2,5,6,10,3,7,4,9,8
1,2,5,6,10,3,7,4,9,8
1,2,5,6,10,3,7,4,9,8
1,2,5,6,10,3,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,8,10,6,7,4,9,3
1,2,5,8,9,6,7,4,3,10
1,2,5,8,9,6,7,4,3,10
1,2,5,8,9,6,7,4,3,10
1,2,5,8,9,6,7,4,3,10
1,2,5,8,9,6,7,4,3,10
1,2,5,8,9,6,7,4,3,10
1,2,5,8,9,6,7,4,3,10
1,2,3,8,5,6,7,4,9,10
1,2,3,8,5,6,7,4,9,10
1,2,3,8,5,6,7,4,9,10
1,2,3,8,5,6,7,4,9,10
1,2,3,8,5,6,7,4,9,10
1,2,3,8,10,6,7,4,9,5
1,2,3,8,10,6,7,4,9,5
1,2,3,8,10,6,7,4,9,5
1,2,3,8,10,6,7,4,9,5
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,3,8,5,6,7,4,9,10
1,2,3,8,5,6,7,4,9,10
1,2,3,8,5,6,7,4,9,10
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,3,8,5,6,7,4,9,10
1,2,3,8,5,6,7,4,9,10
1,2,3,8,5,6,7,4,9,10
1,2,3,8,5,6,7,4,9,10
1,2,3,8,5,6,7,4,9,10
1,2,3,8,5,6,7,4,9,10
1,2,3,8,5,6,7,4,9,10
1,2,5,3,8,6,7,10,9,4
1,2,5,3,8,6,7,10,9,4
9,5,3,1,2,10,7,8,6,4
9,5,3,1,2,10,7,8,6,4
9,5,3,1,2,10,7,8,6,4
9,5,3,1,2,10,7,8,6,4
9,5,3,10,1,2,7,8,6,4
9,3,1,10,5,6,7,2,4,8
9,2,6,7,5,10,1,8,4,3
9,6,3,10,5,2,1,8,4,7
9,6,3,8,5,2,1,7,4,10
9,6,3,8,5,2,1,7,4,10
9,6,3,1,5,2,7,8,4,10
9,6,3,2,5,1,7,8,4,10
9,6,3,2,5,1,7,8,4,10
9,1,6,3,5,2,7,8,4,10
9,1,3,2,5,6,7,8,4,10
9,1,3,2,5,6,7,8,4,10
9,1,3,6,5,2,7,8,4,10
4,1,9,6,3,2,7,8,5,10
4,1,9,6,3,2,7,8,5,10
4,1,9,6,3,2,7,8,5,10
9,4,1,6,3,2,7,8,5,10
9,1,4,6,3,2,7,8,5,10
9,1,4,6,3,2,7,8,5,10
9,1,4,6,3,2,7,8,5,10
1,2,3,4,5,6,7,10,9,8
1,2,3,4,5,6,7,10,9,8
1,2,3,4,5,6,7,10,9,8
1,2,3,4,5,6,7,10,9,8
1,2,3,4,5,6,7,10,9,8
1,2,3,4,5,6,7,10,9,8
1,2,3,4,5,6,7,10,9,8
1,2,3,4,5,6,7,10,9,8
1,2,3,4,5,6,7,10,9,8
1,2,3,8,5,6,7,4,9,10
1,2,3,8,5,6,7,4,9,10
1,2,3,8,5,6,7,4,9,10
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,8,6,7,4,9,10
1,2,5,3,8,6,7,4,9,10
1,2,5,3,8,6,7,4,9,10
1,2,5,3,8,6,7,4,9,10
1,2,5,3,8,6,7,4,9,10
1,2,5,3,8,6,7,4,9,10
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,5,2,3,10,6,7,4,9,8
1,5,3,2,10,6,7,4,9,8
1,5,3,2,10,6,7,4,9,8
1,5,3,2,10,6,7,4,9,8
1,5,2,3,10,6,7,4,9,8
1,5,2,3,10,6,7,4,9,8
1,5,2,3,10,6,7,4,9,8
1,5,2,3,10,6,7,4,9,8
1,5,2,3,10,6,7,4,9,8
1,5,2,3,10,6,7,4,9,8
1,5,2,3,10,6,7,4,9,8
1,5,2,3,10,6,7,4,9,8
1,6,2,10,5,3,7,4,9,8
1,6,2,10,5,3,7,4,9,8
1,6,2,10,5,3,7,4,9,8
1,6,2,10,5,3,7,4,9,8
6,5,3,10,8,2,7,1,9,4
6,5,3,10,8,2,7,1,9,4
6,5,3,10,8,2,7,1,9,4
6,5,3,10,8,2,7,1,9,4
9,5,3,1,2,10,7,8,6,4
9,5,3,1,2,10,7,8,6,4
9,5,3,1,2,10,7,8,6,4
9,5,3,1,2,10,7,8,6,4
9,5,3,1,2,10,7,8,6,4
9,2,5,10,3,6,7,8,4,1
9,2,1,10,3,6,7,8,4,5
9,1,3,10,5,6,7,8,4,2
3,2,1,10,4,6,7,8,9,5
3,6,1,10,4,2,7,8,9,5
3,1,6,10,4,2,7,8,9,5
3,1,6,10,5,2,7,8,9,4
3,1,6,10,5,2,7,8,9,4
3,1,5,2,4,6,7,8,9,10
3,1,5,2,4,6,7,8,9,10
3,1,5,2,4,6,7,8,9,10
9,1,3,6,5,2,7,10,4,8
9,1,3,6,5,2,7,10,4,8
9,1,3,6,5,2,7,10,4,8
9,1,3,6,5,2,7,8,4,10
9,1,3,6,5,2,7,8,4,10
9,1,5,6,3,2,7,8,4,10
9,1,5,6,3,2,7,8,4,10
9,2,1,5,3,6,7,10,4,8
9,2,1,5,3,6,7,10,4,8
9,2,1,8,3,6,7,10,4,5
9,2,1,5,3,6,7,10,4,8
9,2,1,5,3,6,7,10,4,8
9,2,1,5,3,6,7,10,4,8
9,2,1,5,3,6,7,10,4,8
9,2,1,5,3,6,7,10,4,8
9,2,1,5,3,6,7,10,4,8
9,2,1,5,3,6,7,10,4,8
9,2,1,5,3,6,7,10,4,8
9,2,1,5,3,6,7,8,4,10
1,2,3,5,4,6,7,8,9,10
1,2,3,5,4,6,7,8,9,10
1,2,3,5,4,6,7,8,9,10
1,2,3,5,4,6,7,8,9,10
1,3,5,6,4,2,7,8,9,10
1,3,5,6,4,2,7,8,9,10
1,3,5,6,4,2,7,8,9,10
9,1,3,6,5,2,7,8,4,10
9,1,2,5,3,6,7,8,4,10
9,1,2,5,3,6,7,8,4,10
9,1,2,5,3,6,7,8,4,10
9,2,1,5,3,6,7,8,4,10
1,2,3,8,4,6,7,5,9,10
1,2,3,8,4,6,7,5,9,10
1,2,3,5,4,6,7,8,9,10
1,2,3,5,4,6,7,8,9,10
1,2,3,5,4,6,7,8,9,10
1,2,3,8,4,6,7,5,9,10
1,2,3,8,4,6,7,5,9,10
1,2,3,5,4,6,7,8,9,10
1,2,3,8,4,6,7,5,9,10
1,2,3,8,4,6,7,5,9,10
1,2,3,8,4,6,7,5,9,10
1,2,3,8,4,6,7,5,9,10
1,2,3,8,4,6,7,5,9,10
1,2,3,8,4,6,7,5,9,10
1,2,3,8,4,6,7,5,9,10
1,2,3,8,4,6,7,5,9,10
1,2,3,8,4,6,7,5,9,10
1,2,8,5,3,6,7,4,9,10
1,2,8,5,3,6,7,4,9,10
1,2,8,5,3,6,7,4,9,10
1,2,8,5,3,6,7,4,9,10
1,2,3,5,8,6,7,4,9,10
1,2,3,5,8,6,7,4,9,10
1,2,5,8,3,6,7,4,9,10
1,2,5,8,3,6,7,4,9,10
1,2,5,8,3,6,7,4,9,10
1,2,5,8,3,6,7,4,9,10
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,8,6,7,10,9,4
1,2,3,5,8,6,7,10,9,4
1,2,3,7,10,6,5,4,9,8
1,2,7,5,10,6,3,4,9,8
1,2,7,5,10,6,3,4,9,8
1,3,2,7,10,6,5,4,9,8
1,2,3,5,10,6,7,4,9,8
3,1,2,5,10,6,7,4,9,8
3,1,2,5,10,6,7,4,9,8
3,1,2,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,5,8,3,6,7,4,9,10
1,2,5,8,3,6,7,4,9,10
1,2,5,8,3,6,7,4,9,10
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,8,9,4
1,2,3,5,10,6,7,8,9,4
1,2,3,5,10,6,7,8,9,4
1,2,3,5,10,6,7,8,9,4
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,8,9,4
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,4,6,7,10,9,8
1,2,3,5,10,6,7,4,9,8
1,3,2,5,10,6,7,4,9,8
1,3,2,5,10,6,7,4,9,8
1,3,2,5,10,6,7,4,9,8
1,3,2,5,10,6,7,8,9,4
1,3,2,5,10,6,7,8,9,4
1,3,2,5,10,6,7,8,9,4
1,2,3,5,10,6,7,8,9,4
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,5,4,3,6,7,8,9,10
1,2,5,4,3,6,7,8,9,10
1,2,5,4,3,6,7,8,9,10
1,2,5,4,3,6,7,8,9,10
1,2,3,5,10,6,7,8,9,4
1,2,3,5,10,6,7,8,9,4
1,2,3,5,10,6,7,8,9,4
1,2,3,5,10,6,7,8,9,4
1,2,3,5,10,6,7,8,9,4
1,2,3,5,10,6,7,8,9,4
1,2,3,5,10,6,7,8,9,4
1,2,5,4,3,6,7,8,9,10
1,2,5,4,3,6,7,8,9,10
1,2,3,5,4,6,7,10,9,8
1,2,3,5,4,6,7,10,9,8
1,2,3,5,4,6,7,10,9,8
1,2,3,5,4,6,7,10,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,7,10,3,6,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,7,10,3,6,4,9,8
1,2,5,7,10,3,6,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,5,3,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,4,10,6,7,5,9,8
1,2,3,4,10,6,7,5,9,8
1,2,3,4,10,6,5,7,9,8
1,2,3,4,10,6,5,7,9,8
1,2,3,4,10,6,5,7,9,8
1,2,3,4,10,6,5,7,9,8
1,2,3,4,10,6,5,7,9,8
1,2,3,4,10,6,5,7,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,4,9,8
1,2,3,5,10,6,7,8,9,4
1,2,3,5,10,6,7,8,9,4
1,2,3,5,4,6,7,8,9,10
1,2,3,5,4,6,7,8,9,10
1,3,2,5,4,6,7,8,9,10
1,3,2,5,4,6,7,8,9,10
1,3,2,5,4,6,7,8,9,10
1,3,2,5,4,6,7,8,9,10
1,3,2,5,4,6,7,8,9,10
1,5,3,10,4,6,7,8,9,2
